day,hour,precinct,traffic
0,3,79,272
0,3,81,470
0,3,83,340
0,3,84,1106
0,3,88,600
0,3,90,4390
0,3,94,2027
0,3,100,1000
0,3,101,16
0,3,102,71
0,3,103,13
0,3,104,77
0,3,105,5
0,3,106,25
0,3,107,61
0,3,108,2651
0,3,109,69
0,3,110,658
0,3,111,22
0,3,112,126
0,3,113,1669
0,3,114,2451
0,3,115,1052
0,3,120,56
0,3,122,6
0,3,123,5
0,4,1,6088
0,4,5,4866
0,4,6,19275
0,4,7,2862
0,4,9,12755
0,4,10,8528
0,4,13,11519
0,4,14,18857
0,4,17,13544
0,4,18,21149
0,4,19,9524
0,4,20,4980
0,4,22,1030
0,4,23,2938
0,4,24,4492
0,4,25,967
0,4,26,1241
0,4,28,1006
0,4,30,645
0,4,32,429
0,4,33,422
0,4,34,117
0,4,40,212
0,4,41,35
0,4,42,26
0,4,43,43
0,4,44,98
0,4,45,1
0,4,46,65
0,4,47,38
0,4,48,19
0,4,49,12
0,4,50,19
0,4,52,18
0,4,60,6
0,4,61,26
0,4,62,21
0,4,63,24
0,4,66,74
0,4,67,18
0,4,68,32
0,4,69,17
0,4,70,137
0,4,71,194
0,4,72,50
0,4,73,34
0,4,75,16
0,4,76,371
0,4,77,206
0,4,78,689
0,4,79,224
0,4,81,311
0,4,83,248
0,4,84,1517
0,4,88,468
0,4,90,3552
0,4,94,1801
0,4,100,3
0,4,101,1000
0,4,102,93
0,4,103,30
0,4,104,47
0,4,105,14
0,4,106,35
0,4,107,59
0,4,108,3750
0,4,109,52
0,4,110,989
0,4,111,23
0,4,112,111
0,4,113,1844
0,4,114,4011
0,4,115,1732
0,4,120,55
0,4,122,1000
0,4,123,1
0,5,1,10592
0,5,5,4840
0,5,6,15787
0,5,7,2419
0,5,9,12012
0,5,10,8591
0,5,13,17728
0,5,14,34415
0,5,17,23353
0,5,18,21508
0,5,19,25288
0,5,20,10279
0,5,22,3504
0,5,23,6404
0,5,24,9910
0,5,25,1458
0,5,26,1585
0,5,28,1822
0,5,30,882
0,5,32,631
0,5,33,517
0,5,34,109
0,5,40,259
0,5,41,43
0,5,42,21
0,5,43,31
0,5,44,134
0,5,45,2
0,5,46,39
0,5,47,23
0,5,48,14
0,5,49,4
0,5,50,16
0,5,52,13
0,5,60,13
0,5,61,31
0,5,62,12
0,5,63,27
0,5,66,107
0,5,67,14
0,5,68,29
0,5,69,8
0,5,70,216
0,5,71,217
0,5,72,81
0,5,73,35
0,5,75,23
0,5,76,885
0,5,77,214
0,5,78,1133
0,5,79,153
0,5,81,145
0,5,83,92
0,5,84,2983
0,5,88,403
0,5,90,1524
0,5,94,1200
0,5,100,1000
0,5,101,1
0,5,102,162
0,5,103,63
0,5,104,45
0,5,105,21
0,5,106,27
0,5,107,83
0,5,108,4574
0,5,109,94
0,5,110,730
0,5,111,41
0,5,112,358
0,5,113,14953
0,5,114,4879
0,5,115,1973
0,5,120,87
0,5,122,8
0,5,123,4
0,6,1,28586
0,6,5,9950
0,6,6,33200
0,6,7,3488
0,6,9,22437
0,6,10,23366
0,6,13,45309
0,6,14,100607
0,6,17,61126
0,6,18,41866
0,6,19,75459
0,6,20,27211
0,6,22,9508
0,6,23,16189
0,6,24,19659
0,6,25,3294
0,6,26,2504
0,6,28,3399
0,6,30,1290
0,6,32,1306
0,6,33,734
0,6,34,122
0,6,40,358
0,6,41,20
0,6,42,34
0,6,43,36
0,6,44,208
0,6,45,1000
0,6,46,63
0,6,47,15
0,6,48,15
0,6,49,36
0,6,50,16
0,6,52,19
0,6,60,5
0,6,61,35
0,6,62,23
0,6,63,42
0,6,66,83
0,6,67,13
0,6,68,67
0,6,69,11
0,6,70,291
0,6,71,246
0,6,72,192
0,6,73,32
0,6,75,30
0,6,76,2058
0,6,77,262
0,6,78,1602
0,6,79,143
0,6,81,123
0,6,83,79
0,6,84,6314
0,6,88,626
0,6,90,1285
0,6,94,1280
0,6,100,6
0,6,101,1000
0,6,102,359
0,6,103,177
0,6,104,41
0,6,105,72
0,6,106,59
0,6,107,119
0,6,108,8086
0,6,109,109
0,6,110,812
0,6,111,27
0,6,112,624
0,6,113,26401
0,6,114,7472
0,6,115,3931
0,6,120,99
0,6,122,3
0,6,123,4
0,7,1,51161
0,7,5,16772
0,7,6,52416
0,7,7,5262
0,7,9,28509
0,7,10,37449
0,7,13,80134
0,7,14,129706
0,7,17,121315
0,7,18,74632
0,7,19,141682
0,7,20,46868
0,7,22,22818
0,7,23,25869
0,7,24,33909
0,7,25,5975
0,7,26,5753
0,7,28,6251
0,7,30,1897
0,7,32,2228
0,7,33,1377
0,7,34,286
0,7,40,372
0,7,41,22
0,7,42,55
0,7,43,60
0,7,44,308
0,7,45,13
0,7,46,54
0,7,47,11
0,7,48,17
0,7,49,37
0,7,50,50
0,7,52,53
0,7,60,8
0,7,61,43
0,7,62,9
0,7,63,45
0,7,66,90
0,7,67,7
0,7,68,75
0,7,69,7
0,7,70,476
0,7,71,269
0,7,72,196
0,7,73,43
0,7,75,32
0,7,76,3637
0,7,77,227
0,7,78,2020
0,7,79,198
0,7,81,112
0,7,83,62
0,7,84,9502
0,7,88,694
0,7,90,1166
0,7,94,1341
0,7,100,8
0,7,101,1
0,7,102,301
0,7,103,208
0,7,104,78
0,7,105,48
0,7,106,68
0,7,107,71
0,7,108,8844
0,7,109,95
0,7,110,618
0,7,111,42
0,7,112,684
0,7,113,28396
0,7,114,7987
0,7,115,21542
0,7,120,91
0,7,122,8
0,7,123,3
0,8,1,68225
0,8,5,22917
0,8,6,65648
0,8,7,5928
0,8,9,27723
0,8,10,52904
0,8,13,95808
0,8,14,145925
0,8,17,164034
0,8,18,101430
0,8,19,157839
0,8,20,50885
0,8,22,28502
0,8,23,25196
0,8,24,38974
0,8,25,4909
0,8,26,6653
0,8,28,5880
0,8,30,2220
0,8,32,1533
0,8,33,1333
0,8,34,229
0,8,40,297
0,8,41,34
0,8,42,33
0,8,43,46
0,8,44,166
0,8,45,17
0,8,46,62
0,8,47,5
0,8,48,7
0,8,49,24
0,8,50,59
0,8,52,38
0,8,60,22
0,8,61,63
0,8,62,31
0,8,63,31
0,8,66,49
0,8,67,10
0,8,68,41
0,8,69,10
0,8,70,368
0,8,71,220
0,8,72,228
0,8,73,31
0,8,75,21
0,8,76,4263
0,8,77,200
0,8,78,2217
0,8,79,151
0,8,81,87
0,8,83,57
0,8,84,9360
0,8,88,977
0,8,90,1234
0,8,94,1606
0,8,100,4
0,8,101,10
0,8,102,284
0,8,103,167
0,8,104,62
0,8,105,34
0,8,106,74
0,8,107,100
0,8,108,7928
0,8,109,103
0,8,110,509
0,8,111,33
0,8,112,716
0,8,113,21462
0,8,114,6037
0,8,115,37511
0,8,120,91
0,8,122,7
0,8,123,17
0,9,1,62744
0,9,5,25353
0,9,6,74159
0,9,7,6311
0,9,9,33712
0,9,10,59461
0,9,13,92189
0,9,14,161574
0,9,17,163177
0,9,18,108783
0,9,19,137705
0,9,20,52095
0,9,22,24036
0,9,23,18613
0,9,24,33257
0,9,25,2275
0,9,26,4595
0,9,28,2763
0,9,30,1529
0,9,32,725
0,9,33,1086
0,9,34,159
0,9,40,208
0,9,41,8
0,9,42,7
0,9,43,35
0,9,44,76
0,9,45,6
0,9,46,40
0,9,47,19
0,9,48,13
0,9,49,15
0,9,50,35
0,9,52,32
0,9,60,12
0,9,61,45
0,9,62,22
0,9,63,3
0,9,66,84
0,9,67,7
0,9,68,31
0,9,69,22
0,9,70,258
0,9,71,124
0,9,72,141
0,9,73,34
0,9,75,17
0,9,76,2763
0,9,77,163
0,9,78,1487
0,9,79,106
0,9,81,37
0,9,83,53
0,9,84,6377
0,9,88,865
0,9,90,1213
0,9,94,1546
0,9,100,4
0,9,101,19
0,9,102,240
0,9,103,82
0,9,104,48
0,9,105,42
0,9,106,25
0,9,107,97
0,9,108,4533
0,9,109,68
0,9,110,380
0,9,111,65
0,9,112,410
0,9,113,13945
0,9,114,3174
0,9,115,51896
0,9,120,84
0,9,122,13
0,9,123,9
0,10,1,54342
0,10,5,24105
0,10,6,59592
0,10,7,5066
0,10,9,31718
0,10,10,46770
0,10,13,82765
0,10,14,150259
0,10,17,157550
0,10,18,103680
0,10,19,127371
0,10,20,52473
0,10,22,24813
0,10,23,16517
0,10,24,31292
0,10,25,1874
0,10,26,3612
0,10,28,2229
0,10,30,942
0,10,32,438
0,10,33,760
0,10,34,117
0,10,40,196
0,10,41,10
0,10,42,15
0,10,43,25
0,10,44,55
0,10,45,18
0,10,46,22
0,10,47,4
0,10,48,2
0,10,49,35
0,10,50,22
0,10,52,19
0,10,60,4
0,10,61,19
0,10,62,10
0,10,63,9
0,10,66,71
0,10,67,21
0,10,68,25
0,10,69,12
0,10,70,96
0,10,71,67
0,10,72,61
0,10,73,26
0,10,75,25
0,10,76,1488
0,10,77,134
0,10,78,949
0,10,79,117
0,10,81,49
0,10,83,54
0,10,84,3901
0,10,88,573
0,10,90,919
0,10,94,1406
0,10,100,3
0,10,101,8
0,10,102,179
0,10,103,89
0,10,104,46
0,10,105,29
0,10,106,53
0,10,107,45
0,10,108,3921
0,10,109,78
0,10,110,344
0,10,111,85
0,10,112,248
0,10,113,17345
0,10,114,2597
0,10,115,54393
0,10,120,117
0,10,122,5
0,10,123,1000
0,11,1,60782
0,11,5,26918
0,11,6,55062
0,11,7,4662
0,11,9,27688
0,11,10,46111
0,11,13,80005
0,11,14,152353
0,11,17,173722
0,11,18,103213
0,11,19,126633
0,11,20,54174
0,11,22,27916
0,11,23,17060
0,11,24,30622
0,11,25,1950
0,11,26,4777
0,11,28,2252
0,11,30,850
0,11,32,465
0,11,33,784
0,11,34,129
0,11,40,211
0,11,41,17
0,11,42,25
0,11,43,25
0,11,44,95
0,11,45,12
0,11,46,28
0,11,47,2
0,11,48,4
0,11,49,31
0,11,50,34
0,11,52,19
0,11,60,16
0,11,61,8
0,11,62,9
0,11,63,23
0,11,66,69
0,11,67,3
0,11,68,17
0,11,69,15
0,11,70,87
0,11,71,56
0,11,72,88
0,11,73,32
0,11,75,13
0,11,76,1132
0,11,77,101
0,11,78,880
0,11,79,109
0,11,81,53
0,11,83,29
0,11,84,3914
0,11,88,416
0,11,90,1103
0,11,94,1521
0,11,100,2
0,11,101,16
0,11,102,224
0,11,103,104
0,11,104,75
0,11,105,21
0,11,106,69
0,11,107,53
0,11,108,4051
0,11,109,99
0,11,110,313
0,11,111,57
0,11,112,194
0,11,113,20987
0,11,114,2428
0,11,115,50547
0,11,120,99
0,11,122,2
0,11,123,2
0,12,1,65911
0,12,5,30495
0,12,6,59194
0,12,7,4320
0,12,9,28578
0,12,10,49634
0,12,13,87015
0,12,14,154267
0,12,17,188014
0,12,18,105173
0,12,19,130290
0,12,20,56409
0,12,22,32389
0,12,23,16786
0,12,24,30938
0,12,25,2113
0,12,26,5396
0,12,28,2369
0,12,30,942
0,12,32,573
0,12,33,876
0,12,34,175
0,12,40,300
0,12,41,9
0,12,42,6
0,12,43,20
0,12,44,55
0,12,45,4
0,12,46,24
0,12,47,13
0,12,48,16
0,12,49,20
0,12,50,35
0,12,52,22
0,12,60,12
0,12,61,23
0,12,62,12
0,12,63,19
0,12,66,70
0,12,67,20
0,12,68,39
0,12,69,5
0,12,70,130
0,12,71,111
0,12,72,61
0,12,73,12
0,12,75,27
0,12,76,858
0,12,77,126
0,12,78,775
0,12,79,92
0,12,81,66
0,12,83,46
0,12,84,4208
0,12,88,496
0,12,90,1217
0,12,94,1627
0,12,100,1
0,12,101,6
0,12,102,233
0,12,103,158
0,12,104,38
0,12,105,23
0,12,106,69
0,12,107,76
0,12,108,3953
0,12,109,136
0,12,110,254
0,12,111,53
0,12,112,188
0,12,113,21877
0,12,114,2427
0,12,115,43631
0,12,120,104
0,12,122,15
0,12,123,6
0,13,1,68110
0,13,5,33435
0,13,6,61879
0,13,7,4172
0,13,9,28352
0,13,10,49002
0,13,13,89538
0,13,14,151836
0,13,17,187901
0,13,18,103531
0,13,19,125666
0,13,20,55656
0,13,22,32230
0,13,23,16393
0,13,24,29955
0,13,25,2302
0,13,26,5325
0,13,28,2835
0,13,30,902
0,13,32,513
0,13,33,780
0,13,34,163
0,13,40,268
0,13,41,8
0,13,42,6
0,13,43,43
0,13,44,84
0,13,45,14
0,13,46,22
0,13,47,21
0,13,48,14
0,13,49,19
0,13,50,29
0,13,52,10
0,13,60,21
0,13,61,11
0,13,62,6
0,13,63,27
0,13,66,57
0,13,67,13
0,13,68,28
0,13,69,8
0,13,70,103
0,13,71,83
0,13,72,55
0,13,73,39
0,13,75,32
0,13,76,666
0,13,77,104
0,13,78,941
0,13,79,88
0,13,81,68
0,13,83,54
0,13,84,4034
0,13,88,460
0,13,90,1301
0,13,94,1690
0,13,100,9
0,13,101,13
0,13,102,283
0,13,103,173
0,13,104,61
0,13,105,33
0,13,106,65
0,13,107,75
0,13,108,4300
0,13,109,118
0,13,110,338
0,13,111,48
0,13,112,207
0,13,113,28644
0,13,114,2454
0,13,115,41510
0,13,120,70
0,13,122,7
0,13,123,5
0,14,1,72139
0,14,5,36065
0,14,6,66186
0,14,7,4605
0,14,9,29286
0,14,10,51102
0,14,13,96865
0,14,14,155233
0,14,17,199363
0,14,18,111121
0,14,19,133360
0,14,20,60226
0,14,22,37700
0,14,23,17591
0,14,24,32524
0,14,25,2497
0,14,26,5897
0,14,28,2786
0,14,30,883
0,14,32,644
0,14,33,827
0,14,34,182
0,14,40,250
0,14,41,27
0,14,42,14
0,14,43,36
0,14,44,77
0,14,45,9
0,14,46,19
0,14,47,25
0,14,48,11
0,14,49,26
0,14,50,16
0,14,52,28
0,14,60,27
0,14,61,39
0,14,62,10
0,14,63,16
0,14,66,86
0,14,67,16
0,14,68,47
0,14,69,26
0,14,70,116
0,14,71,114
0,14,72,73
0,14,73,27
0,14,75,26
0,14,76,609
0,14,77,139
0,14,78,1052
0,14,79,88
0,14,81,76
0,14,83,65
0,14,84,3753
0,14,88,512
0,14,90,1469
0,14,94,1796
0,14,100,4
0,14,101,23
0,14,102,349
0,14,103,281
0,14,104,74
0,14,105,40
0,14,106,92
0,14,107,81
0,14,108,4462
0,14,109,126
0,14,110,311
0,14,111,29
0,14,112,343
0,14,113,34847
0,14,114,2522
0,14,115,43905
0,14,120,166
0,14,122,8
0,14,123,5
0,15,1,65191
0,15,5,35175
0,15,6,65447
0,15,7,4087
0,15,9,27514
0,15,10,50940
0,15,13,92444
0,15,14,144173
0,15,17,184923
0,15,18,107320
0,15,19,140755
0,15,20,61866
0,15,22,44700
0,15,23,17885
0,15,24,37298
0,15,25,2539
0,15,26,6417
0,15,28,2471
0,15,30,855
0,15,32,554
0,15,33,672
0,15,34,120
0,15,40,285
0,15,41,10
0,15,42,12
0,15,43,27
0,15,44,84
0,15,45,18
0,15,46,27
0,15,47,8
0,15,48,14
0,15,49,7
0,15,50,23
0,15,52,36
0,15,60,18
0,15,61,35
0,15,62,4
0,15,63,26
0,15,66,88
0,15,67,19
0,15,68,56
0,15,69,15
0,15,70,109
0,15,71,131
0,15,72,50
0,15,73,31
0,15,75,35
0,15,76,640
0,15,77,140
0,15,78,1032
0,15,79,112
0,15,81,72
0,15,83,72
0,15,84,3822
0,15,88,557
0,15,90,1303
0,15,94,1537
0,15,100,1000
0,15,101,8
0,15,102,348
0,15,103,292
0,15,104,96
0,15,105,35
0,15,106,94
0,15,107,193
0,15,108,4141
0,15,109,158
0,15,110,308
0,15,111,46
0,15,112,296
0,15,113,36909
0,15,114,2329
0,15,115,43353
0,15,120,247
0,15,122,2
0,15,123,3
0,16,1,54099
0,16,5,31400
0,16,6,57823
0,16,7,3866
0,16,9,24803
0,16,10,43912
0,16,13,82207
0,16,14,122796
0,16,17,160435
0,16,18,97188
0,16,19,120144
0,16,20,55804
0,16,22,38695
0,16,23,15402
0,16,24,32422
0,16,25,2263
0,16,26,5939
0,16,28,2264
0,16,30,705
0,16,32,553
0,16,33,477
0,16,34,120
0,16,40,347
0,16,41,26
0,16,42,14
0,16,43,40
0,16,44,90
0,16,45,22
0,16,46,33
0,16,47,13
0,16,48,7
0,16,49,6
0,16,50,25
0,16,52,25
0,16,60,22
0,16,61,62
0,16,62,67
0,16,63,26
0,16,66,111
0,16,67,38
0,16,68,89
0,16,69,35
0,16,70,170
0,16,71,106
0,16,72,42
0,16,73,19
0,16,75,29
0,16,76,547
0,16,77,107
0,16,78,903
0,16,79,76
0,16,81,54
0,16,83,31
0,16,84,3282
0,16,88,405
0,16,90,1086
0,16,94,1599
0,16,100,8
0,16,101,4
0,16,102,326
0,16,103,333
0,16,104,93
0,16,105,60
0,16,106,101
0,16,107,44
0,16,108,4126
0,16,109,166
0,16,110,291
0,16,111,20
0,16,112,210
0,16,113,36774
0,16,114,1895
0,16,115,44547
0,16,120,180
0,16,122,9
0,16,123,3
0,17,1,68005
0,17,5,39509
0,17,6,69067
0,17,7,4642
0,17,9,32406
0,17,10,50528
0,17,13,104082
0,17,14,139146
0,17,17,212316
0,17,18,120882
0,17,19,143041
0,17,20,65509
0,17,22,41221
0,17,23,19972
0,17,24,36992
0,17,25,3282
0,17,26,8409
0,17,28,3795
0,17,30,845
0,17,32,1100
0,17,33,779
0,17,34,135
0,17,40,621
0,17,41,20
0,17,42,16
0,17,43,39
0,17,44,123
0,17,45,12
0,17,46,27
0,17,47,9
0,17,48,11
0,17,49,18
0,17,50,37
0,17,52,33
0,17,60,3
0,17,61,22
0,17,62,27
0,17,63,28
0,17,66,118
0,17,67,24
0,17,68,50
0,17,69,13
0,17,70,174
0,17,71,98
0,17,72,70
0,17,73,41
0,17,75,33
0,17,76,857
0,17,77,136
0,17,78,1339
0,17,79,83
0,17,81,71
0,17,83,51
0,17,84,4647
0,17,88,585
0,17,90,1359
0,17,94,1894
0,17,100,5
0,17,101,8
0,17,102,273
0,17,103,218
0,17,104,53
0,17,105,21
0,17,106,67
0,17,107,56
0,17,108,4891
0,17,109,118
0,17,110,329
0,17,111,22
0,17,112,204
0,17,113,36138
0,17,114,1993
0,17,115,44118
0,17,120,190
0,17,122,7
0,17,123,1000
0,18,1,83077
0,18,5,48654
0,18,6,91074
0,18,7,6170
0,18,9,42232
0,18,10,67629
0,18,13,131539
0,18,14,177614
0,18,17,263191
0,18,18,157159
0,18,19,162269
0,18,20,76855
0,18,22,35457
0,18,23,21118
0,18,24,40913
0,18,25,3197
0,18,26,7234
0,18,28,3800
0,18,30,1088
0,18,32,853
0,18,33,819
0,18,34,182
0,18,40,392
0,18,41,17
0,18,42,26
0,18,43,56
0,18,44,97
0,18,45,10
0,18,46,31
0,18,47,9
0,18,48,2
0,18,49,10
0,18,50,29
0,18,52,19
0,18,60,19
0,18,61,23
0,18,62,3
0,18,63,22
0,18,66,57
0,18,67,16
0,18,68,42
0,18,69,24
0,18,70,119
0,18,71,84
0,18,72,84
0,18,73,27
0,18,75,38
0,18,76,1164
0,18,77,186
0,18,78,1973
0,18,79,169
0,18,81,77
0,18,83,70
0,18,84,6950
0,18,88,960
0,18,90,2586
0,18,94,2320
0,18,100,1000
0,18,101,1
0,18,102,218
0,18,103,253
0,18,104,71
0,18,105,27
0,18,106,75
0,18,107,40
0,18,108,4222
0,18,109,94
0,18,110,260
0,18,111,14
0,18,112,207
0,18,113,32953
0,18,114,1671
0,18,115,43608
0,18,120,111
0,18,122,6
0,18,123,5
0,19,1,90234
0,19,5,53011
0,19,6,100876
0,19,7,7559
0,19,9,46856
0,19,10,64994
0,19,13,137063
0,19,14,198038
0,19,17,267591
0,19,18,162186
0,19,19,141588
0,19,20,69680
0,19,22,27593
0,19,23,18231
0,19,24,36223
0,19,25,2560
0,19,26,6036
0,19,28,3063
0,19,30,1107
0,19,32,675
0,19,33,812
0,19,34,222
0,19,40,260
0,19,41,22
0,19,42,11
0,19,43,35
0,19,44,51
0,19,45,18
0,19,46,31
0,19,47,12
0,19,48,5
0,19,49,15
0,19,50,53
0,19,52,19
0,19,60,23
0,19,61,24
0,19,62,9
0,19,63,10
0,19,66,60
0,19,67,22
0,19,68,50
0,19,69,24
0,19,70,118
0,19,71,148
0,19,72,122
0,19,73,30
0,19,75,29
0,19,76,1210
0,19,77,296
0,19,78,2537
0,19,79,250
0,19,81,131
0,19,83,88
0,19,84,7223
0,19,88,1412
0,19,90,3214
0,19,94,2969
0,19,100,1
0,19,101,4
0,19,102,263
0,19,103,178
0,19,104,66
0,19,105,23
0,19,106,48
0,19,107,37
0,19,108,3436
0,19,109,114
0,19,110,255
0,19,111,20
0,19,112,274
0,19,113,33834
0,19,114,1660
0,19,115,41385
0,19,120,116
0,19,122,3
0,19,123,1
0,20,1,85607
0,20,5,53922
0,20,6,106576
0,20,7,8557
0,20,9,53435
0,20,10,58800
0,20,13,132824
0,20,14,181894
0,20,17,247547
0,20,18,151720
0,20,19,113630
0,20,20,58824
0,20,22,22757
0,20,23,13933
0,20,24,29381
0,20,25,2400
0,20,26,6199
0,20,28,3192
0,20,30,1005
0,20,32,707
0,20,33,828
0,20,34,275
0,20,40,185
0,20,41,11
0,20,42,8
0,20,43,31
0,20,44,83
0,20,45,10
0,20,46,32
0,20,47,22
0,20,48,8
0,20,49,27
0,20,50,44
0,20,52,28
0,20,60,35
0,20,61,42
0,20,62,8
0,20,63,11
0,20,66,50
0,20,67,7
0,20,68,62
0,20,69,13
0,20,70,111
0,20,71,193
0,20,72,123
0,20,73,76
0,20,75,38
0,20,76,1240
0,20,77,372
0,20,78,2955
0,20,79,294
0,20,81,206
0,20,83,157
0,20,84,7594
0,20,88,1529
0,20,90,4048
0,20,94,3317
0,20,100,5
0,20,101,13
0,20,102,250
0,20,103,155
0,20,104,107
0,20,105,46
0,20,106,45
0,20,107,49
0,20,108,4022
0,20,109,93
0,20,110,250
0,20,111,30
0,20,112,314
0,20,113,36152
0,20,114,2084
0,20,115,41674
0,20,120,129
0,20,122,1000
0,20,123,6
0,21,1,80697
0,21,5,52629
0,21,6,113245
0,21,7,10605
0,21,9,63651
0,21,10,56647
0,21,13,123732
0,21,14,176947
0,21,17,233838
0,21,18,152865
0,21,19,99299
0,21,20,60662
0,21,22,17159
0,21,23,11992
0,21,24,25882
0,21,25,2274
0,21,26,6486
0,21,28,3363
0,21,30,1243
0,21,32,887
0,21,33,1034
0,21,34,383
0,21,40,239
0,21,41,9
0,21,42,15
0,21,43,30
0,21,44,114
0,21,45,17
0,21,46,31
0,21,47,19
0,21,48,18
0,21,49,23
0,21,50,69
0,21,52,22
0,21,60,23
0,21,61,22
0,21,62,22
0,21,63,37
0,21,66,44
0,21,67,42
0,21,68,91
0,21,69,20
0,21,70,167
0,21,71,307
0,21,72,118
0,21,73,55
0,21,75,33
0,21,76,1456
0,21,77,551
0,21,78,4465
0,21,79,543
0,21,81,345
0,21,83,216
0,21,84,8297
0,21,88,2173
0,21,90,5959
0,21,94,4130
0,21,100,1000
0,21,101,11
0,21,102,257
0,21,103,155
0,21,104,97
0,21,105,34
0,21,106,50
0,21,107,52
0,21,108,4003
0,21,109,79
0,21,110,409
0,21,111,38
0,21,112,255
0,21,113,36438
0,21,114,2532
0,21,115,44548
0,21,120,96
